"","V1","V2","V3","V4"
"W",0.94679621731784,0.00163317473665498,0.0260935541563563,0.0254770537891479
"",0.94679655990797,0.00162981536711149,0.0260944650622288,0.0254791596626895
"",0.946795148649898,0.00163221676204963,0.0260943033616136,0.0254783312264384
"",0.946793985998652,0.00163123449515777,0.026095225796484,0.0254795537097064
"",0.946795411658714,0.00163175510543807,0.0260946983498189,0.0254781348860293
"",0.946795475433004,0.00163201848749356,0.0260946716132934,0.0254778344662088
"",0.946794526465621,0.00163271125906327,0.0260936901233610,0.0254790721519543
"",0.946794353017113,0.00163244503084371,0.0260928265366513,0.0254803754153918
"",0.94679575316362,0.0016323510658022,0.0260934657395377,0.0254784300310401
"",0.946795604454502,0.00163071783199433,0.0260939546540295,0.0254797230594744
"",0.946794323037637,0.00163548983148080,0.0260920942763037,0.0254780928545786
"",0.946795658713555,0.00163155047963708,0.0260936687264221,0.0254791220803853
"",0.946794706403265,0.00163225032397171,0.0260941854480298,0.0254788578247332
"",0.946793959391559,0.00163407518484844,0.0260933749080490,0.0254785905155439
"",0.94679447275388,0.00163411974212251,0.0260928358386244,0.0254785716653734
"",0.946795759111305,0.00163127162929376,0.0260933088243744,0.0254796604350269
"",0.946795038139627,0.00162964979790474,0.0260950583156938,0.0254802537467742
"",0.94679443253123,0.00163318246011565,0.0260932043107653,0.0254791806978882
"",0.946795558369056,0.00162983357588842,0.0260962778386921,0.0254783302163635
"",0.946796258824038,0.00163314260859663,0.0260923179440435,0.0254782806233221
"",0.946794390941946,0.00163330768992220,0.0260932980981941,0.0254790032699374
"",0.94679547257206,0.00163363285993298,0.0260928488374018,0.0254780457306057
"",0.946793961711378,0.00163186770996603,0.0260951236400284,0.0254790469386279
"",0.946794406542498,0.00163202116115179,0.026095015805265,0.0254785564910852
"",0.94679602598273,0.00163205821324042,0.0260937907871627,0.0254781250168663
"",0.94679569972134,0.00163230782666329,0.0260933526527076,0.0254786397992889
"",0.946794719924375,0.00163106687990831,0.0260947262124423,0.0254794869832744
