"Bond","SP500","EAFE","SPGSCI"
"Q3y_1992",0.865313163852926,0.00585220876405597,0,0.128834627383018
"Q4y_1992",0.897483724506172,5.42101086242752e-20,8.66989905161434e-19,0.102516275493828
"Q1y_1993",0.85893580217411,0.0092763318328255,0.00532159782069124,0.126466268172373
"Q2y_1993",0.78535593084985,0.0136898030847912,-1.73472347597681e-18,0.200954266065359
"Q3y_1993",0.880036338476543,0.0201176877161545,0,0.0998459738073029
"Q4y_1993",0.83460786964359,0.0105168537328009,0,0.154875276623608
"Q1y_1994",0.832803237847685,0.0443625330449383,0,0.122834229107377
"Q2y_1994",0.694841692916337,0.108291311301811,0,0.196866995781852
"Q3y_1994",0.776242228354854,0.0622587701234311,0.0124868625468107,0.149012138974904
"Q4y_1994",0.767372790413101,0.0436627277956113,0.0248694786537911,0.164095003137496
"Q1y_1995",0.850439755541199,0.00737668405513382,0.006533542406833,0.135650017996834
"Q2y_1995",0.790775753515056,0.0066907496946593,0.0136977053664372,0.188835791423847
"Q3y_1995",0.715863420641955,0.040551256380157,0.00925775988087883,0.234327563097010
"Q4y_1995",0.807627910064735,0.0033894939597254,0,0.18898259597554
"Q1y_1996",0.917570391082535,0,0,0.0824296089174655
"Q2y_1996",0.859114503224152,0,0.024539525427455,0.116345971348393
"Q3y_1996",0.881124284026992,0.000342209535286338,0.0179752262138097,0.100558280223912
"Q4y_1996",0.905811667242111,0,0.00851435998468392,0.0856739727732055
"Q1y_1997",0.86813776623051,0,0.0271838613469933,0.104678372422497
"Q2y_1997",0.893249017628443,0,0.0259588306173874,0.0807921517541694
"Q3y_1997",0.927619713605095,-2.170115285865e-18,0,0.0723802863949051
"Q4y_1997",0.873737818004469,7.06565480651804e-19,0,0.126262181995531
"Q1y_1998",0.95151136113982,-1.63718157571650e-18,0,0.0484886388601803
"Q2y_1998",0.958472224815056,8.63647767231883e-19,0,0.0415277751849444
"Q3y_1998",0.968171010901363,0,0,0.0318289890986374
"Q4y_1998",0.98140968988658,0,0.00607013769032878,0.0125201724230918
"Q1y_1999",0.990279380030926,0,0.00726756149531908,0.00245305847375481
"Q2y_1999",0.983397364418743,-9.8237294313588e-21,0.0166026355812574,0
"Q3y_1999",0.97604721429712,0,0.0167784548478676,0.00717433085501173
"Q4y_1999",0.97610299028378,0,0.0174337132921626,0.00646329642405741
"Q1y_2000",0.983297377381508,0,0.0167026226184919,0
"Q2y_2000",0.98261222819351,0,0.0173125864567060,7.51853497836744e-05
"Q3y_2000",0.979430558657168,3.52798764917546e-21,0.0205694413428317,0
"Q4y_2000",0.98381083259125,2.23346854380512e-19,0.0161891674087494,0
"Q1y_2001",0.968190134610134,2.73922692932492e-20,0.0318098653898657,0
"Q2y_2001",0.98287133564009,-3.62157714376606e-20,0.0171286643599101,0
"Q3y_2001",0.98397106924466,-2.32057011036773e-20,0.0160289307553394,0
"Q4y_2001",0.97291013105588,2.16601601468264e-20,0.0270898689441197,0
"Q1y_2002",0.902789713511001,0,0.0750499366958156,0.0221603497931832
"Q2y_2002",0.87742220819634,0,0.0995426424983996,0.0230351493052605
"Q3y_2002",0.88298224169887,0,0.0891236666876891,0.0278940916134411
"Q4y_2002",0.906422691800103,0,0.0644074655266665,0.0291698426732304
"Q1y_2003",0.901095685263308,0,0.0760377586071337,0.0228665561295582
"Q2y_2003",0.92284686781754,-1.05506451120139e-20,0.0771531321824605,0
"Q3y_2003",0.939328684003869,1.61455771659518e-21,0.0606713159961314,0
"Q4y_2003",0.877165188211841,0,0.101089941522431,0.0217448702657276
"Q1y_2004",0.880583400765343,0,0.087048997062325,0.0323676021723319
"Q2y_2004",0.912024716809926,0,0.0731117539030222,0.0148635292870516
"Q3y_2004",0.872335224697718,0.0127588042942301,0.0835711875229844,0.0313347834850674
"Q4y_2004",0.883582193581058,0.0264690674957777,0.0751603787589562,0.0147883601642074
"Q1y_2005",0.88549007463695,0.0547296774582736,0.0494267537822605,0.0103534941225169
"Q2y_2005",0.879572493216815,0.0778676919568404,0.0268732262331304,0.0156865885932141
"Q3y_2005",0.885895480774259,0.0754911695146628,0.0260275608577254,0.0125857888533527
"Q4y_2005",0.818992322727997,0.147303498982301,0.0162557192871744,0.017448459002527
"Q1y_2006",0.84161905956669,0.145161958373109,0.0029230097688286,0.0102959722913724
"Q2y_2006",0.838338646506996,0.152851818908998,0,0.00880953458400644
"Q3y_2006",0.867189306336061,0.122563404067920,0,0.0102472895960184
"Q4y_2006",0.827860732583066,0.152356289222395,0,0.0197829781945393
"Q1y_2007",0.832831803315595,0.148548561066419,0,0.0186196356179852
"Q2y_2007",0.80684600426206,0.16559861517808,0,0.0275553805598604
"Q3y_2007",0.813752692828174,0.144422602645191,0,0.0418247045266354
"Q4y_2007",0.849648601896024,0.123190183172797,0,0.0271612149311796
"Q1y_2008",0.84171928094766,0.129864850550656,0,0.0284158685016839
"Q2y_2008",0.860419193138226,0.114104916609056,0,0.0254758902527177
"Q3y_2008",0.87399313752743,0.0944273398203352,0,0.0315795226522344
"Q4y_2008",0.890380458096097,0.0926163907881116,0,0.0170031511157912
"Q1y_2009",0.828306593826017,0.150648602842321,0,0.0210448033316617
"Q2y_2009",0.891306717547939,0.0812908566082353,0,0.027402425843826
"Q3y_2009",0.929623117688702,0.0553641046192273,6.93889390390723e-18,0.0150127776920710
"Q4y_2009",0.927720155970253,0.0461559507562053,0,0.0261238932735412
"Q1y_2010",0.88380933194845,0.0624096740248423,0,0.0537809940267075
"Q2y_2010",0.908912925346718,0.0583113752289538,0,0.032775699424328
"Q3y_2010",0.93937971898696,0.0424117774419833,0,0.0182085035710568
